8.618,12.26
9.3216,11.922
10.038,8.3793
12.988,7.7796
3.7161,14.137
4.0459,14.207
1.2314,18.308
10.261,9.1101
5.0033,16.616
5.1041,15.356
9.0441,10.235
0.96869,19.337
1.5056,16.727
4.2036,13.754
4.0392,15.451
2.8311,16.241
4.8642,16.582
-1.0437,19.828
3.4897,15.639
-1.7353,20.639
0.34371,22.146
2.918,15.354
0.1118,17.531
3.8886,18.02
7.8026,11.612
2.8901,16.903
7.1313,11.312
5.163,15.089
-0.007618,18.99
0.070497,18.763
6.3832,14.361
1.5057,16.786
1.1606,15.988
2.0678,19.087
3.4993,15.164
6.197,13.193
2.3047,15.901
6.0833,15.1
4.999,14.784
7.3644,11.463
2.3177,15.885
6.2075,15.113
0.88499,19.154
3.0701,16.591
1.1527,20.288
1.8429,17.83
4.2961,13.367
8.667,12.607
7.0005,12.393
3.1307,16.672
2.7323,18.878
2.8639,18.408
5.7872,15.071
3.9012,14.292
9.2374,7.7793
2.1556,17.728
0.9177,20.287
-0.83022,19.126
6.0251,14.258
2.1867,18.505
7.5858,10.377
8.3257,12.843
6.9657,12.345
3.8905,15.9
6.2186,14.671
1.3953,17.702
3.8232,17.532
5.7232,11.78
5.2088,14.118
5.7887,14.009
2.8982,16.531
5.679,16.837
3.1023,16.904
4.6769,15.673
1.9825,18.546
0.66087,19.196
1.8727,18.128
6.6829,11.672
-2.8922,23.062
0.76993,20.061
2.2295,18.181
8.8007,12.275
2.6635,15.77
-0.64826,17.855
2.9621,16.123
3.2826,15.639
4.0782,16.653
3.6856,18.76
4.2655,15.3
2.5458,19.54
5.5204,14.249
0.99979,19.972
0.64845,19.137
1.82,16.566
5.9006,13.192
0.62389,20.489
11.131,5.7772
5.9782,12.046
0.20854,19.539
5.3912,15.38
6.2441,15.978
0.058941,20.64
-0.37729,18.463
5.9141,14.347
3.3202,14.71
8.0393,10.82
2.0047,16.63
1.7875,19.664
5.1076,15.406
0.80576,19.675
8.2991,10.164
0.59113,18.394
5.8524,15.628
1.0143,19.4
3.8027,16.577
-0.37394,19.239
3.6348,16.298
5.4074,12.753
3.5057,16.635
2.8672,15.823
2.1352,14.572
4.1207,11.334
5.5319,13.801
4.9428,14.187
6.5682,14.755
5.6871,13.704
5.5319,13.841
5.3593,13.11
4.9979,12.072
4.6354,13.545
4.2661,11.878
4.8925,13.728
1.8532,19.201
2.5275,17.651
0.7758,16.208
1.3816,18.239
4.0388,14.23
0.075454,21.79
2.5684,16.395
1.7275,18.503
3.685,19.235
5.2239,12.284
2.2702,19.759
-1.7557,22.788
3.5752,19.37
6.6197,15.885
8.1074,14.202
6.4927,12.787
2.9947,17.577
5.7954,16.562
1.3685,18.777
-1.5295,20.488
2.4134,18.407
3.4776,17.601
3.6006,17.09
3.606,16.912
2.0165,17.004
0.67142,23.381
3.7632,16.256
4.3485,13.382
3.4654,18.924
0.55349,23.257
3.6289,18.879
3.5617,19.679
1.6927,20.29
2.3442,20.992
3.4507,17.398
0.17731,18.501
2.5804,16.696
2.476,16.393
0.96036,18.857
6.2645,8.8515
3.6145,13.642
3.4468,18.581
-3.8943,22.738
4.4626,17.397
4.1024,14.679
4.4447,17.493
1.9147,18.137
3.7853,17.129
4.3284,14.546
6.8031,11.258
3.0688,15.401
3.1137,14.934
6.1156,11.273
5.5729,11.492
3.9064,12.17
0.59055,16.292
1.0706,17.221
3.8577,14.318
5.6541,12.347
5.5287,14.624
2.8994,13.855
2.6743,14.691
5.1695,14.429
3.4856,13.411
3.5887,14.473
4.2038,14.326
5.6727,10.871
5.6651,9.703
5.0052,13.859
5.7096,13.343
5.614,11.972
9.8065,9.4176
2.6537,15.229
6.6958,10.992
-0.23888,13.969
0.61035,16.238
-0.35793,17.322
5.5913,14.315
6.1588,10.89
2.8268,16.018
2.3689,13.956
3.9637,13.775
6.3288,13.344
1.5427,13.184
6.0752,11.979
2.3727,15.294
2.5088,14.131
1.4033,14.52
3.7436,13.904
4.1968,14.181
5.967,12.162
2.2859,15.898
2.7931,14.678
15.215,7.6333
13.039,7.8024
9.8747,8.0708
13.625,7.5912
12.175,7.8748
13.773,7.6378
13.909,7.5053
13.526,7.766
14.295,7.2096
12.878,7.6823
13.971,7.5583
11.129,8.1291
11.552,8.0048
11.931,7.8286
11.551,8.0129
14.181,7.5738
14.73,7.3102
13.466,7.3806
10.342,8.0187
13.78,7.8462
14.147,7.5398
12.953,7.7345
13.019,7.6816
13.098,7.4963
10.21,8.0143
13.65,7.5954
14.423,7.4437
11.83,7.8469
14.394,7.5041
13.414,7.6488
13.887,7.3929
15.977,7.1323
12.716,7.5641
10.729,7.9107
13.082,7.9404
11.028,7.8693
10.892,7.8376
11.656,8.0049
11.664,7.7229
13.814,7.3987
11.883,7.8308
13.647,7.5013
13.587,7.4703
13.914,7.9913
13.326,7.7421
12.763,7.7511
15.102,7.3766
10.838,7.9627
10.749,7.9795
12.593,7.9687
12.158,8.0168
12.188,7.8763
12.538,7.9614
12.771,7.6887
11.914,7.824
13.96,7.5166
12.296,7.8064
13.101,7.5907
12.889,7.5835
12.405,7.7078
12.615,7.8281
13.931,7.3973
10.971,7.8676
11.601,7.9763
12.967,7.8401
12.005,7.7429
12.243,7.9914
14.08,7.5102
12.667,7.5239
16.396,7.2024
12.883,7.6151
12.732,7.7
15.573,7.1124
13.204,7.738
12.129,7.9429
11.838,7.834
13.574,7.6899
12.326,7.8091
14.274,7.5531
14.235,7.4716
13.17,7.6698
12.775,7.6023
10.606,8.0292
11.034,7.8867
15.615,7.336
10.974,7.9192
15.079,7.435
16.434,7.2445
11.451,7.7284
13.427,7.8813
12.556,7.9273
11.942,7.6662
14.97,7.4528
12.773,7.7804
12.603,7.6344
13.152,7.7891
12.647,7.5805
11.034,8.0282
14.248,7.4978
12.499,7.8989
13.795,7.4049
14.651,7.3395
12.728,7.5676
13.343,7.5395
11.204,7.937
12.689,7.7538
15.888,7.3125
13.344,7.8582
13.344,7.6947
11.838,7.8119
12.876,7.7297
14.41,7.7272
11.45,7.7105
13.886,7.3423
14.451,7.5802
12.079,7.7725
11.849,7.7776
12.178,7.7077
12.482,7.6389
13.476,7.4768
13.127,7.9152
13.731,7.6715
13.92,7.465
10.601,8.2569
10.197,8.0711
10.632,8.0612
12.136,8.0931
11.079,7.8889
12.155,7.8158
12.715,7.5381
13.663,7.5882
10.152,7.8893
11.84,7.6942
13.287,7.7288
11.837,7.559
14.933,7.2586
15.62,7.216
12.298,7.6124
12,7.9052
11.92,7.8695
13.346,7.8656
9.6963,7.8655
9.4423,8.3218
9.498,8.124
14.854,7.4632
14.812,7.5528
14.008,7.4809
15.999,7.3429
4.9236,12.242
4.87,13.003
