0	6.125247	5.972125
1	5.347465	5.490768
2	5.106767	5.056413
3	4.666900	4.664471
4	4.242202	4.310800
5	3.919890	3.991663
6	3.571120	3.703688
7	3.423356	3.443832
8	3.283025	3.209350
9	3.115193	2.997764
10	2.874691	2.806838
11	2.524966	2.634555
12	2.511875	2.479095
13	2.362945	2.338814
14	2.280838	2.212231
15	2.169692	2.098009
16	1.946072	1.994939
17	1.830446	1.901934
18	1.975023	1.818010
19	1.791123	1.742281
20	1.690982	1.673947
21	1.570098	1.612285
22	1.561754	1.556644
23	1.284967	1.506436
24	1.467402	1.461130
25	1.268080	1.420249
26	1.419544	1.383359
27	1.321525	1.350071
28	1.436920	1.320034
29	1.320956	1.292930
30	1.242149	1.268472
31	1.274662	1.246403
32	1.394427	1.226488
33	1.273749	1.208518
34	1.210058	1.192303
35	1.107140	1.177671
36	1.021970	1.164468
37	1.166269	1.152554
38	1.246349	1.141803
39	1.007607	1.132102
