-0.125664	-0.000000	99.999921	1.000000
0.046839	0.160701	99.868899	1.000000
0.034352	0.267956	99.960502	1.000000
0.000031	0.292584	100.140700	1.000000
-0.035764	0.250179	100.321212	1.000000
-0.057477	0.162055	100.494317	1.000000
-0.062102	0.035459	100.664236	1.000000
-0.030196	-0.125497	100.819101	1.000000
0.046692	-0.321701	100.948732	1.000000
0.127807	-0.513770	101.072635	1.000000
0.267134	-0.719671	101.174483	1.000000
0.459302	-0.910513	101.242800	1.000000
0.694989	-1.098084	101.305617	1.000000
0.987337	-1.258114	101.380853	1.000000
1.287490	-1.392339	101.428432	1.000000
1.603256	-1.499242	101.475707	1.000000
1.960039	-1.551278	101.536011	1.000000
2.314365	-1.575141	101.623934	1.000000
2.675126	-1.552816	101.703693	1.000000
3.022298	-1.495326	101.798534	1.000000
3.344275	-1.408355	101.894924	1.000000
3.638180	-1.286090	102.006308	1.000000
3.929570	-1.122016	102.099577	1.000000
4.167643	-0.935074	102.196305	1.000000
4.368721	-0.713806	102.289270	1.000000
4.533039	-0.472104	102.396383	1.000000
4.641016	-0.180607	102.491491	1.000000
4.678787	0.133231	102.580093	1.000000
4.677470	0.478003	102.669148	1.000000
4.602500	0.853413	102.722281	1.000000
4.463855	1.233940	102.776350	1.000000
4.228787	1.619754	102.811640	1.000000
3.926803	2.023495	102.833317	1.000000
3.527609	2.417511	102.856236	1.000000
3.059815	2.795218	102.841576	1.000000
2.508479	3.128402	102.838796	1.000000
1.902487	3.434017	102.823339	1.000000
1.243510	3.681638	102.778334	1.000000
0.550813	3.858563	102.719776	1.000000
-0.184871	3.964171	102.659709	1.000000
-0.873053	3.999063	102.574520	1.000000
-1.562472	3.943255	102.454263	1.000000
-2.257381	3.810565	102.307963	1.000000
-2.930252	3.614799	102.121483	1.000000
-3.566869	3.334280	101.876264	1.000000
-4.152590	2.976011	101.606435	1.000000
-4.687118	2.556401	101.289523	1.000000
-5.155306	2.061420	100.922520	1.000000
-5.567568	1.481632	100.516813	1.000000
-5.925124	0.839107	100.068224	1.000000
-6.100708	0.172269	100.018733	1.000000
-6.142915	-0.568267	100.112417	1.000000
-6.065453	-1.351718	100.322495	1.000000
-5.884557	-2.150346	100.436251	1.000000
-5.594011	-2.938916	100.456067	1.000000
-5.209929	-3.699058	100.410087	1.000000
-4.710819	-4.420682	100.318651	1.000000
-4.098831	-5.092085	100.198026	1.000000
-3.392185	-5.698396	100.071824	1.000000
-2.597718	-6.227108	99.946982	1.000000
-1.714383	-6.670560	99.831427	1.000000
-0.766780	-7.009929	99.739903	1.000000
0.248981	-7.255352	99.690988	1.000000
1.305283	-7.397321	99.685323	1.000000
2.385967	-7.429404	99.720770	1.000000
3.456796	-7.334476	99.797572	1.000000
4.520838	-7.120361	99.928119	1.000000
5.566202	-6.789322	100.103864	1.000000
6.556497	-6.355687	100.331865	1.000000
7.480463	-5.808116	100.614615	1.000000
8.319390	-5.155806	100.932668	1.000000
9.070583	-4.406133	101.279790	1.000000
9.705049	-3.581136	101.650289	1.000000
10.207909	-2.673734	102.033442	1.000000
10.575421	-1.698216	102.437557	1.000000
10.803698	-0.668041	102.837139	1.000000
10.864558	0.396430	103.222934	1.000000
10.762566	1.497306	103.583347	1.000000
10.490101	2.590852	103.907663	1.000000
10.065106	3.678347	104.179162	1.000000
9.475573	4.738733	104.404315	1.000000
8.731865	5.745649	104.586899	1.000000
7.843229	6.671362	104.716973	1.000000
6.837198	7.524445	104.817192	1.000000
5.706848	8.251290	104.889265	1.000000
4.493732	8.848785	104.933901	1.000000
3.180907	9.322971	104.965362	1.000000
1.816893	9.649480	104.982483	1.000000
0.410862	9.814222	104.988342	1.000000
-1.035803	9.807737	104.987591	1.000000
-2.475403	9.634965	104.958669	1.000000
-3.896490	9.286601	104.870504	1.000000
-5.296500	8.785737	104.740485	1.000000
-6.615095	8.109251	104.548269	1.000000
-7.854827	7.301816	104.267160	1.000000
-8.995290	6.348660	103.923049	1.000000
-10.005932	5.267474	103.507353	1.000000
-10.866493	4.082315	103.029643	1.000000
-11.567259	2.791148	102.549602	1.000000
-12.089224	1.386437	102.117635	1.000000
-12.387456	-0.100643	101.768622	1.000000
-12.436944	-1.620296	101.481253	1.000000
-12.252431	-3.149852	101.200713	1.000000
-11.851256	-4.657020	100.865542	1.000000
-11.243802	-6.099651	100.457759	1.000000
-10.434001	-7.465716	100.013719	1.000000
-9.424602	-8.723647	99.549537	1.000000
-8.229696	-9.880650	99.090006	1.000000
-6.876945	-10.882355	98.653739	1.000000
-5.370226	-11.728708	98.266932	1.000000
-3.749892	-12.413714	97.946606	1.000000
-2.033338	-12.908207	97.690740	1.000000
-0.224049	-13.213027	97.532604	1.000000
1.627798	-13.334630	97.457877	1.000000
3.476676	-13.249403	97.470980	1.000000
5.337275	-12.955367	97.577968	1.000000
7.142116	-12.473117	97.785267	1.000000
8.871339	-11.787884	98.079184	1.000000
10.510067	-10.918724	98.484420	1.000000
12.017811	-9.870157	98.962758	1.000000
13.362810	-8.653383	99.514772	1.000000
14.548100	-7.282128	100.117355	1.000000
15.534915	-5.780890	100.766251	1.000000
16.293181	-4.158610	101.437692	1.000000
16.822073	-2.440064	102.131777	1.000000
17.093514	-0.658425	102.845327	1.000000
17.107264	1.173782	103.523548	1.000000
16.844497	3.023359	104.139665	1.000000
16.317484	4.853371	104.706851	1.000000
15.545028	6.648377	105.200707	1.000000
14.521899	8.356841	105.603471	1.000000
13.275934	9.939191	105.931444	1.000000
11.829178	11.402913	106.187633	1.000000
10.204102	12.687247	106.387644	1.000000
8.418001	13.782928	106.527946	1.000000
6.501323	14.663882	106.625125	1.000000
4.485896	15.314188	106.715053	1.000000
2.401022	15.730757	106.792544	1.000000
0.245323	15.881634	106.867672	1.000000
-1.936717	15.775290	106.927754	1.000000
-4.115007	15.402719	106.946293	1.000000
-6.256328	14.777191	106.911160	1.000000
-8.348985	13.899260	106.786708	1.000000
-10.332492	12.784922	106.564887	1.000000
-12.199577	11.441956	106.225747	1.000000
-13.879902	9.893027	105.775678	1.000000
-15.362538	8.163261	105.235309	1.000000
-16.608741	6.275365	104.614110	1.000000
-17.588662	4.236672	103.965043	1.000000
-18.276963	2.083237	103.312011	1.000000
-18.654485	-0.157443	102.655700	1.000000
-18.697787	-2.421465	101.993452	1.000000
-18.407843	-4.665269	101.263350	1.000000
-17.786529	-6.846384	100.463772	1.000000
-16.849841	-8.924234	99.617988	1.000000
-15.616816	-10.886008	98.777660	1.000000
-14.095196	-12.679954	97.951939	1.000000
-12.317991	-14.290103	97.153232	1.000000
-10.312869	-15.688772	96.431313	1.000000
-8.105362	-16.862571	95.812028	1.000000
-5.763795	-17.784128	95.305985	1.000000
-3.261190	-18.429534	94.913289	1.000000
-0.679806	-18.814172	94.649851	1.000000
1.945169	-18.898725	94.529967	1.000000
4.581416	-18.725849	94.545792	1.000000
7.198657	-18.252297	94.718745	1.000000
9.735554	-17.512810	95.025454	1.000000
12.161205	-16.473484	95.469456	1.000000
14.435638	-15.187334	96.045231	1.000000
16.537499	-13.622815	96.735276	1.000000
18.401668	-11.851172	97.524084	1.000000
20.016322	-9.870743	98.397311	1.000000
21.342468	-7.697604	99.333764	1.000000
22.361470	-5.377499	100.308059	1.000000
23.036870	-2.948177	101.307904	1.000000
23.362810	-0.426354	102.322206	1.000000
23.316756	2.157608	103.293385	1.000000
22.909450	4.739841	104.210271	1.000000
22.133648	7.281715	105.055311	1.000000
21.004060	9.743168	105.767149	1.000000
19.558355	12.079527	106.370410	1.000000
17.797340	14.256607	106.853925	1.000000
15.783891	16.226987	107.231129	1.000000
13.532946	17.947137	107.517297	1.000000
11.111922	19.380672	107.718069	1.000000
8.518827	20.538285	107.871915	1.000000
5.802865	21.360111	108.022056	1.000000
2.967703	21.854650	108.181772	1.000000
0.088532	22.014228	108.340539	1.000000
-2.829886	21.820530	108.470360	1.000000
-5.753918	21.266123	108.544163	1.000000
-8.625606	20.382414	108.543372	1.000000
-11.419019	19.157160	108.397487	1.000000
-14.069366	17.623069	108.114996	1.000000
-16.535258	15.786724	107.652450	1.000000
-18.768566	13.673746	107.058459	1.000000
-20.701888	11.322743	106.285727	1.000000
-22.326655	8.768938	105.422410	1.000000
-23.580335	6.034239	104.476984	1.000000
-24.445571	3.178546	103.486268	1.000000
-24.887018	0.224013	102.438945	1.000000
-24.900060	-2.749236	101.333775	1.000000
-24.477292	-5.682683	100.161535	1.000000
-23.623686	-8.531790	98.950209	1.000000
-22.350128	-11.238979	97.718197	1.000000
-20.688702	-13.777028	96.506928	1.000000
-18.654888	-16.099095	95.346042	1.000000
-16.306391	-18.175672	94.284974	1.000000
-13.674792	-19.975309	93.331579	1.000000
-10.785865	-21.477305	92.524425	1.000000
-7.704069	-22.652732	91.868994	1.000000
-4.464891	-23.468453	91.373779	1.000000
-1.122505	-23.933251	91.058154	1.000000
2.279035	-24.022764	90.917449	1.000000
5.683485	-23.754756	90.972702	1.000000
9.042440	-23.123419	91.222425	1.000000
12.304327	-22.125526	91.640348	1.000000
15.403531	-20.763313	92.232841	1.000000
18.323687	-19.059626	92.986337	1.000000
20.990931	-17.034912	93.899490	1.000000
23.367222	-14.719847	94.936275	1.000000
25.409222	-12.143482	96.087652	1.000000
27.082939	-9.335194	97.322725	1.000000
28.340401	-6.334084	98.603764	1.000000
29.174576	-3.195418	99.946150	1.000000
29.548773	0.049674	101.263967	1.000000
29.459907	3.340436	102.556220	1.000000
28.905661	6.626092	103.783500	1.000000
27.877967	9.860504	104.908222	1.000000
26.411104	12.983705	105.890502	1.000000
24.525465	15.931125	106.707846	1.000000
22.270953	18.653083	107.369294	1.000000
19.686210	21.114996	107.869228	1.000000
16.830125	23.247565	108.237806	1.000000
13.746954	25.033419	108.507599	1.000000
10.476084	26.430274	108.741875	1.000000
7.050216	27.427585	108.977903	1.000000
3.521446	28.015383	109.229567	1.000000
-0.094051	28.171548	109.485094	1.000000
-3.737838	27.895024	109.702568	1.000000
-7.396067	27.187726	109.823371	1.000000
-10.986436	26.054466	109.822180	1.000000
-14.479521	24.516617	109.625202	1.000000
-17.800943	22.575772	109.192319	1.000000
-20.868228	20.281358	108.538019	1.000000
-23.616667	17.646254	107.679891	1.000000
-25.995622	14.725655	106.619140	1.000000
-27.959245	11.552053	105.416496	1.000000
-29.463348	8.167132	104.109834	1.000000
-30.481942	4.629235	102.706436	1.000000
-30.972660	1.012474	101.231243	1.000000
-30.941606	-2.646716	99.695625	1.000000
-30.360575	-6.239532	98.107823	1.000000
