0.55705,0.3324,0.95711
0.021398,0.52618,0.51082
0.48268,0.24664,0.56458
0.80799,0.5429,0.99372
0.73601,0.78087,0.77098
0.5723,0.52188,0.3138
0.0089849,0.93195,0.057873
0.71828,0.14711,0.044074
0.44943,0.41677,0.81294
0.65962,0.28029,0.41207
0.75321,0.5981,0.38416
0.80474,0.036475,0.52313
0.029156,0.063687,0.89215
0.77982,0.32288,0.40592
0.56735,0.098379,0.60439
0.076117,0.17004,0.094804
0.25162,0.37116,0.33598
0.13345,0.039762,0.14484
0.56447,0.70924,0.24488
0.54098,0.64134,0.37897
0.068921,0.17406,0.27032
0.98843,0.062152,0.2156
0.2511,0.40666,0.63373
0.31547,0.46306,0.79972
0.30066,0.20267,0.20851
0.042039,0.86955,0.89626
0.5279,0.59794,0.74571
0.25602,0.023014,0.53639
0.40871,0.89943,0.96997
0.94751,0.45295,0.56488
0.91928,0.058026,0.21769
0.12124,0.10627,0.85776
0.59194,0.99843,0.862
0.35965,0.86633,0.3133
0.71931,0.61521,0.32698
0.52355,0.026944,0.84001
0.26084,0.32252,0.49253
0.49308,0.46378,0.051902
0.85584,0.099017,0.77802
0.72441,0.57099,0.42667
0.19911,0.32588,0.27996
0.15729,0.45049,0.33351
0.37048,0.57784,0.36694
0.86227,0.074844,0.79479
0.68476,0.057343,0.038691
0.6342,0.30096,0.72667
0.14132,0.52172,0.87268
0.079302,0.56188,0.28581
0.87615,0.24155,0.65685
0.42043,0.91272,0.23189
0.48766,0.82573,0.62195
0.46033,0.44455,0.075124
0.51568,0.98206,0.96676
0.27199,0.57827,0.60997
0.23158,0.23442,0.38372
0.89953,0.81059,0.03057
0.9087,0.45127,0.85757
0.60364,0.24997,0.60354
0.36524,0.95544,0.84784
0.59859,0.14265,0.50462
0.66849,0.51256,0.0079108
0.89456,0.97193,0.91907
0.087336,0.64832,0.4107
0.53901,0.61467,0.73237
0.42845,0.46965,0.15111
0.61715,0.57778,0.81523
0.55888,0.91131,0.9096
0.22585,0.37622,0.77794
0.10452,0.22876,0.75712
0.0099777,0.42352,0.4052
0.059153,0.2736,0.7019
0.32265,0.44457,0.56546
0.77948,0.62752,0.58474
0.33548,0.53464,0.34491
0.61957,0.38544,0.70423
0.99289,0.87345,0.16086
0.64801,0.30035,0.0015139
0.53978,0.40003,0.562
0.23225,0.51772,0.54648
0.73983,0.061825,0.55083
0.88899,0.23137,0.69454
0.85981,0.11849,0.92749
0.59706,0.09878,0.94421
0.65475,0.89028,0.90326
0.91501,0.033389,0.60411
0.43318,0.83903,0.92621
0.28976,0.50727,0.11695
0.63188,0.11372,0.3408
0.29542,0.49045,0.03673
0.62203,0.59944,0.53837
0.047534,0.090216,0.73723
0.99461,0.97822,0.18122
0.20676,0.65302,0.42625
0.60736,0.46113,0.098168
0.34763,0.86376,0.30322
0.71774,0.26283,0.78012
0.027993,0.82396,0.53696
0.066842,0.32898,0.76907
0.92706,0.9413,0.63894
0.087772,0.24411,0.89315
