-0.125664	-0.000000	99.999921	1.000000		-6.229540	0.786974	99.802673	1.000000
-0.125664	-0.000000	99.999921	1.000000		-6.404463	-0.000000	99.794704	1.000000
-0.125664	-0.000000	99.999921	1.000000		-6.478373	-0.818409	99.786577	1.000000
-0.249345	-0.031500	99.999684	1.000000		-6.404463	-0.000000	99.794704	1.000000
-0.249345	-0.031500	99.999684	1.000000		-6.478373	-0.818409	99.786577	1.000000
-0.249345	-0.031500	99.999684	1.000000		-6.446167	-1.655094	99.778292	1.000000
-0.365146	-0.093754	99.999289	1.000000		-6.478373	-0.818409	99.786577	1.000000
-0.365146	-0.093754	99.999289	1.000000		-6.446167	-1.655094	99.778292	1.000000
-0.365146	-0.093754	99.999289	1.000000		-6.304474	-2.496118	99.769850	1.000000
-0.467355	-0.185039	99.998737	1.000000		-6.446167	-1.655094	99.778292	1.000000
-0.467355	-0.185039	99.998737	1.000000		-6.304474	-2.496118	99.769850	1.000000
-0.467355	-0.185039	99.998737	1.000000		-6.051776	-3.326992	99.761251	1.000000
-0.550596	-0.302693	99.998026	1.000000		-6.304474	-2.496118	99.769850	1.000000
-0.550596	-0.302693	99.998026	1.000000		-6.051776	-3.326992	99.761251	1.000000
-0.550596	-0.302693	99.998026	1.000000		-5.688490	-4.132930	99.752494	1.000000
-0.609979	-0.443175	99.997158	1.000000		-6.051776	-3.326992	99.761251	1.000000
-0.609979	-0.443175	99.997158	1.000000		-5.688490	-4.132930	99.752494	1.000000
-0.609979	-0.443175	99.997158	1.000000		-5.217016	-4.899104	99.743579	1.000000
-0.641226	-0.602151	99.996131	1.000000		-5.688490	-4.132930	99.752494	1.000000
-0.641226	-0.602151	99.996131	1.000000		-5.217016	-4.899104	99.743579	1.000000
-0.641226	-0.602151	99.996131	1.000000		-4.641749	-5.610911	99.734507	1.000000
-0.640798	-0.774591	99.994947	1.000000		-5.217016	-4.899104	99.743579	1.000000
-0.640798	-0.774591	99.994947	1.000000		-4.641749	-5.610911	99.734507	1.000000
-0.640798	-0.774591	99.994947	1.000000		-3.969066	-6.254248	99.725277	1.000000
-0.605993	-0.954892	99.993605	1.000000		-4.641749	-5.610911	99.734507	1.000000
-0.605993	-0.954892	99.993605	1.000000		-3.969066	-6.254248	99.725277	1.000000
-0.605993	-0.954892	99.993605	1.000000		-3.207259	-6.815773	99.715890	1.000000
-0.535036	-1.137009	99.992104	1.000000		-3.969066	-6.254248	99.725277	1.000000
-0.535036	-1.137009	99.992104	1.000000		-3.207259	-6.815773	99.715890	1.000000
-0.535036	-1.137009	99.992104	1.000000		-2.366446	-7.283173	99.706345	1.000000
-0.427141	-1.314604	99.990446	1.000000		-3.207259	-6.815773	99.715890	1.000000
-0.427141	-1.314604	99.990446	1.000000		-2.366446	-7.283173	99.706345	1.000000
